article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0630145001,0630145,FLORIDA TIGHTS,273,Leggings/Tights,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Running tights in fast-drying functional fabric with a wide waistband with a concealed drawstring, a zipped key pocket at the back and a zip at the hems. Reflective details."
0630304002,0630304,Don Derby Shoe (1),89,Other shoe,Shoes,1010016,Solid,09,Black,4,Dark,5,Black,3630,Shoes / Boots inactive from s5,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Derby shoes in imitation leather with open lacing at the front. Canvas linings and insoles and thermoplastic rubber (TPR) soles. Heel 2.5 cm.
0630323010,0630323,Regular Printed tee 9.99 B2,255,T-shirt,Garment Upper body,1010001,All over pattern,22,Yellow,5,Bright,8,Yellow,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,T-shirt in printed cotton jersey.
0630325001,0630325,Regular Printed tee 9.99 B3,255,T-shirt,Garment Upper body,1010014,Placement print,10,White,3,Light,9,White,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,T-shirt in printed cotton jersey.
0630777015,0630777,Rich Tee,255,T-shirt,Garment Upper body,1010007,Embroidery,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,Straight-style T-shirt in soft cotton jersey with ribbing around the neckline.
0630777018,0630777,Rich Tee,255,T-shirt,Garment Upper body,1010014,Placement print,09,Black,4,Dark,5,Black,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,Straight-style T-shirt in soft cotton jersey with ribbing around the neckline.
0631441004,0631441,Fred,258,Blouse,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Sleeveless blouse in woven fabric with a collar, buttons down the front, a yoke with a pleat at the back and a rounded hem."
0631536007,0631536,Basic 7p shaftless pattern,302,Socks,Socks & Tights,1010001,All over pattern,53,Dark Pink,4,Dark,4,Pink,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit trainer socks in a soft cotton blend with elasticated tops.
0631536011,0631536,Basic 7p shaftless pattern,302,Socks,Socks & Tights,1010001,All over pattern,10,White,3,Light,9,White,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit trainer socks in a soft cotton blend with elasticated tops.
0631536012,0631536,Basic 7p shaftless pattern,302,Socks,Socks & Tights,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit trainer socks in a soft cotton blend with elasticated tops.
0631536015,0631536,Basic 7p shaftless pattern,302,Socks,Socks & Tights,1010001,All over pattern,06,Light Grey,2,Medium Dusty,12,Grey,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit trainer socks in a soft cotton blend with elasticated tops.
0631536016,0631536,Basic 7p shaftless pattern,302,Socks,Socks & Tights,1010001,All over pattern,52,Pink,2,Medium Dusty,4,Pink,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit trainer socks in a soft cotton blend with elasticated tops.
0631536018,0631536,Basic 7p shaftless pattern,302,Socks,Socks & Tights,1010001,All over pattern,13,Beige,1,Dusty Light,11,Beige,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit trainer socks in a soft cotton blend with elasticated tops.
0631536020,0631536,Basic 7p shaftless pattern,302,Socks,Socks & Tights,1010001,All over pattern,13,Beige,1,Dusty Light,11,Beige,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit trainer socks in a soft cotton blend with elasticated tops.
0631536024,0631536,Basic 7p shaftless pattern,302,Socks,Socks & Tights,1010001,All over pattern,13,Beige,4,Dark,11,Beige,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit trainer socks in a soft cotton blend with elasticated tops.
0631536026,0631536,Basic 7p shaftless pattern,302,Socks,Socks & Tights,1010001,All over pattern,10,White,3,Light,9,White,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit trainer socks in a soft cotton blend with elasticated tops.
0631649002,0631649,Chanelle micro,286,Underwear bottom,Underwear,1010001,All over pattern,09,Black,4,Dark,5,Black,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Cheeky briefs in microfibre and lace with a low waist, wide sides and high cut at the back."
0631744001,0631744,Mini Trainer 5p Socks,302,Socks,Socks & Tights,1010016,Solid,10,White,3,Light,9,White,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit shaftless socks with a silicone trim around the heel to hold them in place.
0631744013,0631744,Mini Trainer 5p Socks,302,Socks,Socks & Tights,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit shaftless socks with a silicone trim around the heel to hold them in place.
0631804001,0631804,Frank slim linen blend chino,272,Trousers,Garment Lower body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,5631,Trouser,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1009,Trousers,"Chinos in soft, washed twill made from a cotton and linen blend. Extended waistband with a button, zip fly, side pockets and welt back pockets with a button. Adjustable tabs with a button at the sides and slightly shorter legs. Slim fit which is relaxed over the thighs and tapers from the knees down for a relaxed, well-tailored look."
0631870001,0631870,Christer sock runner (1),94,Sneakers,Shoes,1010010,Melange,07,Grey,1,Dusty Light,12,Grey,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,"Fully-fashioned trainers with elastication around the opening, lacing at the front and a loop with a rubber print at the back. Mesh insoles, and EVA (ethylene-vinyl acetate) and rubber soles."
0631870004,0631870,Christer sock runner (1),94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,"Fully-fashioned trainers with elastication around the opening, lacing at the front and a loop with a rubber print at the back. Mesh insoles, and EVA (ethylene-vinyl acetate) and rubber soles."
0631878001,0631878,Mara sandal (1),91,Sandals,Shoes,1010016,Solid,09,Black,4,Dark,5,Black,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Sandals with straps at the front and elastic heel straps. Imitation leather insoles and thermoplastic rubber (TPR) soles.
0631888001,0631888,Nadine,91,Sandals,Shoes,1010020,Contrast,09,Black,4,Dark,5,Black,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Imitation suede mules with a square front and low heels. Fabric linings, imitation leather insoles and rubber soles. Heel 3 cm."
0631961001,0631961,Marc Pq sandal,91,Sandals,Shoes,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Leather mules with leather insoles and rubber soles.
0631961004,0631961,Marc PQ sandal,91,Sandals,Shoes,1010016,Solid,09,Black,4,Dark,5,Black,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Leather mules with leather insoles and rubber soles.
0631984005,0631984,Gogo slip on sneaker,94,Sneakers,Shoes,1010016,Solid,10,White,3,Light,9,White,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,"Slip-on cotton canvas trainers with a padded top edge, elastic gores in the sides and raised text along the soles. Mesh linings, canvas insoles and rubber soles."
0632021001,0632021,Sackarias sporty sandal,91,Sandals,Shoes,1010016,Solid,09,Black,4,Dark,5,Black,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,"Trainers in mesh, imitation leather and rubber with a lightly padded edge and tongue, lacing at the front and open sections at the sides. Mesh linings and insoles and rubber soles."
0632290003,0632290,Lazer Razer Bandeau,298,Bikini top,Swimwear,1010016,Solid,40,Other Red,5,Bright,18,Red,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini top with removable inserts, laser-cut edges and narrow, detachable shoulder straps. Metal fastener at the back."
0632362002,0632362,verona tank,253,Vest top,Garment Upper body,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy,Vest top in jersey crêpe with scalloped edges.
0632534002,0632534,Holly lace-back Brazilian,286,Underwear bottom,Underwear,1010016,Solid,09,Black,4,Dark,5,Black,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Cheeky briefs in microfibre with a lace back section, low waist, lined gusset, wide sides and high cut at the back."
0632534003,0632534,Holly lace-back,286,Underwear bottom,Underwear,1010016,Solid,53,Dark Pink,5,Bright,4,Pink,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear","Cheeky briefs in microfibre with a lace back section, low waist, lined gusset, wide sides and high cut at the back."
0632651002,0632651,OL SIMMONS PQ Sandal,91,Sandals,Shoes,1010016,Solid,43,Dark Red,4,Dark,18,Red,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Leather sandals with crossover straps at the front. Leather insoles and rubber soles.
0632803006,0632803,Ripley r-neck,252,Sweater,Garment Upper body,1010010,Melange,63,Dark Purple,4,Dark,6,Lilac Purple,5858,Knitwear,F,Menswear,3,Menswear,21,Contemporary Casual,1003,Knitwear,"Jumper in fine-knit slub cotton with long raglan sleeves and ribbing around the neckline, cuffs and hem."
0633017004,0633017,Keep It tote,66,Bag,Accessories,1010016,Solid,32,Orange,2,Medium Dusty,11,Beige,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Soft handbag in grained imitation leather with two handles and a zip at the top and an adjustable, detachable shoulder strap with carabiner hooks at both ends. Two inner compartments, one with a zip. Lined. Size 13x25x29 cm."
0633136001,0633136,Herbal hood TOP PRODUCT,308,Hoodie,Garment Upper body,1010014,Placement print,22,Yellow,7,Medium,8,Yellow,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy,"Short top in printed sweatshirt fabric with a jersey-lined drawstring hood, dropped shoulders, long sleeves and ribbing at the cuffs and hem."
0633148001,0633148,Cinna cap,69,Cap/peaked,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Captain’s cap with a band at the front. Lined.
0633152003,0633152,Selena shopper (1),66,Bag,Accessories,1010016,Solid,06,Light Grey,2,Medium Dusty,12,Grey,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Shopper in grained imitation leather with imitation suede inside and two handles at the top. Unlined. Size 16x28x38 cm.
0633152012,0633152,Selena shopper (1),475,Tote bag,Bags,1010016,Solid,09,Black,4,Dark,5,Black,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Shopper in grained imitation leather with imitation suede inside and two handles at the top. Unlined. Size 16x28x38 cm.
0633225007,0633225,Hunter Super Skinny Check Blz,264,Blazer,Garment Upper body,1010004,Check,73,Dark Blue,4,Dark,2,Blue,8615,Blazer S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1008,Dressed,"Single-breasted jacket in a stretch weave with narrow notch lapels, a chest pocket, flap front pockets and two inner pockets. Two buttons at the front, one button at the cuffs and a single back vent. Lined. Skinny fit – a slightly shorter style that shapes in at the chest and tapers sharply at the waist. This combined with narrow shoulders and sleeves creates a completely fitted silhouette."
0633232003,0633232,Zion slim,272,Trousers,Garment Lower body,1010010,Melange,08,Dark Grey,4,Dark,5,Black,5631,Trouser,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1009,Trousers,"Suit trousers in woven fabric containing some wool with a zip fly, side pockets, welt back pockets and legs with creases. Slim fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette."
0633233004,0633233,Jay skinny,272,Trousers,Garment Lower body,1010004,Check,09,Black,4,Dark,12,Grey,8616,Trouser S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1009,Trousers,"Suit trousers in woven fabric with a concealed hook-and-eye fastener and zip fly. Side pockets, welt back pockets and legs with creases. Skinny fit – a fit with slightly shorter legs that is close-fitting at the thighs, knees and ankles to create a completely fitted silhouette."
0633250005,0633250,Jay Skinny Trs,272,Trousers,Garment Lower body,1010024,Chambray,73,Dark Blue,4,Dark,2,Blue,8616,Trouser S&T,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1009,Trousers,"Suit trousers in woven fabric with concealed hook-and-eye fasteners, a zip fly, side pockets, welt back pockets with a button and legs with creases. Skinny Fit – a fit with slightly shorter legs that is close-fitting at the thighs, knees and ankles to create a completely fitted silhouette."
0633535003,0633535,AG Sorrel,265,Dress,Garment Full body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"ANNA GLOVER x H&M. Straight-cut dress in a soft weave with a V-neck and small stand-up collar. Dropped shoulders, short sleeves with sewn-in turn-ups and a rounded hem. Slightly longer at the back. Unlined."
0633640001,0633640,First Night Playsuit,267,Jumpsuit/Playsuit,Garment Full body,1010021,Lace,11,Off White,1,Dusty Light,9,White,1926,Woven Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Lace playsuit with a V-neck and super-skinny, adjustable shoulder straps. Seam at the waist with pleats and a concealed zip in one side. Lined."
0633870005,0633870,DENVER ls hood sweater,252,Sweater,Garment Upper body,1010010,Melange,52,Pink,2,Medium Dusty,4,Pink,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Fitted running top in fast-drying, functional fabric with an elasticated hood, long raglan sleeves with thumbholes, reflective details and a gently rounded hem. Slightly longer at the back."
0633929001,0633929,SPARKY waterbottle,156,Waterbottle,Accessories,1010016,Solid,51,Light Pink,3,Light,4,Pink,8396,Ladies Sport Acc,S,Sport,26,Sport,5,Ladies H&M Sport,1019,Accessories,"Plastic water bottle with a non-drip, push-button lid and a practical carry strap at the top. Capacity 600 ml."
0633929002,0633929,SPARKY waterbottle,156,Waterbottle,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,8396,Ladies Sport Acc,S,Sport,26,Sport,5,Ladies H&M Sport,1019,Accessories,"Plastic water bottle with a non-drip, push-button lid and a practical carry strap at the top. Capacity 600 ml."
0633930001,0633930,BOO phone bag,66,Bag,Accessories,1010016,Solid,53,Dark Pink,4,Dark,4,Pink,8396,Ladies Sport Acc,S,Sport,26,Sport,5,Ladies H&M Sport,1019,Accessories,"Narrow waist bag designed for running with a small but stretchy zipped compartment, an adjustable elastic strap with a plastic fastener, and reflective details. Compartment dimensions when empty 5x19.5 cm, when stretched approx. 9x19.5 cm."
0633933003,0633933,CLEMENTINA waterbottle,156,Waterbottle,Accessories,1010016,Solid,83,Dark Turquoise,4,Dark,7,Turquoise,8396,Ladies Sport Acc,S,Sport,26,Sport,5,Ladies H&M Sport,1019,Accessories,Plastic water bottle with a handle and a non-drip lid with a straw.
0634021002,0634021,DASHA seamless bra,306,Bra,Underwear,1010005,Colour blocking,73,Dark Blue,4,Dark,2,Blue,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Fully lined sports bra in fast-drying functional fabric with jacquard-knit details, a racer back and elasticated hem. Light support. Seamless."
0634320003,0634320,PANORAMA sports bra,306,Bra,Underwear,1010016,Solid,09,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with lined cups with removable inserts, narrow, adjustable shoulder straps and a racer back with a ventilating mesh detail. Wide elastication at the hem. Medium support."
0634320006,0634320,PANORAMA sports bra,306,Bra,Underwear,1010010,Melange,07,Grey,1,Dusty Light,12,Grey,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Sports bra in fast-drying functional fabric with lined cups with removable inserts, narrow, adjustable shoulder straps and a racer back with a ventilating mesh detail. Wide elastication at the hem. Medium support."
0634531003,0634531,Tie Stripe,82,Tie,Accessories,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,9986,Small Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Narrow tie in a striped, textured weave. Width 6 cm."
0634579001,0634579,OL ROMI espadrille,144,Flat shoe,Shoes,1010001,All over pattern,22,Yellow,7,Medium,8,Yellow,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"ANNA GLOVER x H&M. Espadrilles in satin with a grosgrain trim around the top and a braided jute trim around the soles. Satin linings, jute insoles and rubber soles."
0634591002,0634591,Bebe SL-set (J),297,Pyjama set,Nightwear,1010006,Dot,06,Light Grey,1,Dusty Light,12,Grey,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjamas in soft jersey. V-neck top with narrow, adjustable shoulder straps and a lace trim at the top. Short shorts with an elasticated waist and lace-trimmed hems."
0634704001,0634704,Davina slider,91,Sandals,Shoes,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,Slides with a faux fur strap and moulded rubber soles.
0634712004,0634712,Contrast dress,265,Dress,Garment Full body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1641,Jersey,A,Ladieswear,1,Ladieswear,18,Womens Trend,1005,Jersey Fancy,"Calf-length jersey dress with a wrapover front, deep V-neck and a seam at the waist with pleats that go all the way round. Yoke at the back, a press-stud fastening at the waist, dropped shoulders and long, tapered sleeves. Unlined."
0635112004,0635112,Granny Triangle,298,Bikini top,Swimwear,1010017,Stripe,51,Light Pink,3,Light,4,Pink,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Triangle bikini top with removable inserts, overlocked frilled edges and ties at the back and back of the neck."
0635190002,0635190,Courtney small bag,66,Bag,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Small shoulder bag with a flap and magnetic fastener. Lined. Size approx. 7.5x15x18.5 cm.
0635279002,0635279,Keri Cross Bag,66,Bag,Accessories,1010016,Solid,33,Dark Orange,2,Medium Dusty,13,Brown,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Small bag in grained imitation leather with a narrow shoulder strap, zip at the top and zipped outer compartment. Lined. Size approx. 7x16x27 cm."
0635327001,0635327,56 - Studio Saturnus Trs,272,Trousers,Garment Lower body,1010004,Check,13,Beige,2,Medium Dusty,11,Beige,5641,Local relevance,F,Menswear,3,Menswear,24,Men Project,1001,Unknown,"STUDIO COLLECTION. Checked trousers in a cotton weave with a regular waist, zip fly with a button, side pockets, jetted back pockets and straight-cut legs that taper gently to the hem."
0635689002,0635689,OL LONZO Sandal,91,Sandals,Shoes,1010016,Solid,42,Red,7,Medium,18,Red,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Satin mules with a wide, padded foot strap. Imitation leather insoles and rubber soles. Heel 3 cm."
0635789005,0635789,Morley,255,T-shirt,Garment Upper body,1010016,Solid,43,Dark Red,4,Dark,18,Red,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Straight-cut T-shirt in viscose jersey with a sheen, with a wide neckline and low dropped shoulders."
0635839002,0635839,SOPHIA cropped running tigh,273,Leggings/Tights,Garment Lower body,1010016,Solid,63,Dark Purple,4,Dark,6,Lilac Purple,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,3/4-length running tights in fast-drying functional fabric with elastication and a concealed drawstring at the waist. Concealed key pocket in the waistband and ventilating mesh sections on the legs.
0635839005,0635839,SOPHIA cropped running tigh,273,Leggings/Tights,Garment Lower body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,3/4-length running tights in fast-drying functional fabric with elastication and a concealed drawstring at the waist. Concealed key pocket in the waistband and ventilating mesh sections on the legs.
0635918001,0635918,Bloom Push Detroit,306,Bra,Underwear,1010001,All over pattern,09,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Push-up bra in microfibre and lace with underwired, moulded, padded cups for a larger bust and fuller cleavage. Adjustable shoulder straps and a hook-and-eye fastening at the back."
0636094001,0636094,Luwin jumper,252,Sweater,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy,Short jumper in a chunky-knit cotton blend with braided details at the top and raglan sleeves.
0636207002,0636207,Slim 5pkt Dilian,272,Trousers,Garment Lower body,1010023,Denim,09,Black,4,Dark,5,Black,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in washed denim with a regular waist, zip fly and slim legs."
0636389002,0636389,Kane,252,Sweater,Garment Upper body,1010016,Solid,52,Pink,7,Medium,4,Pink,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,"Wide top in lightweight sweatshirt fabric with a slightly wider neckline, dropped shoulders, long sleeves with ribbed cuffs and a raw, cut-off hem."
0636407001,0636407,SADE top with inner bra,253,Vest top,Garment Upper body,1010010,Melange,09,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,"Loose-fitting sports vest top in fast-drying functional fabric with an integral sports bra and a racer back. Sports bra with a double layer of fabric at the front, elasticated hem and opening at the back with crossover straps."
0637100001,0637100,Saffran tunic,258,Blouse,Garment Upper body,1010016,Solid,73,Dark Blue,2,Medium Dusty,2,Blue,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"Straight-cut, gently draping tunic in jersey crêpe with 3/4-length sleeves."
0637149009,0637149,Marcy net bag,66,Bag,Accessories,1010016,Solid,92,Green,1,Dusty Light,20,Khaki green,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Net bag in braided paper straw with two handles at the top. Size approx. 40x45 cm.
0637411001,0637411,Martin Regular Mandarin,259,Shirt,Garment Upper body,1010010,Melange,08,Dark Grey,4,Dark,12,Grey,5777,Shirt,F,Menswear,3,Menswear,20,Contemporary Smart,1011,Shirts,"Shirt in a cotton weave with a grandad collar, classic front and yoke at the back. Open chest pocket, long sleeves with cuffs, and a rounded hem. Regular fit – a classic fit with good room for movement and a gently shaped waist to create a comfortable, tailored silhouette."
0637464002,0637464,Annie dress,265,Dress,Garment Full body,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,2033,Woven Tops,A,Ladieswear,1,Ladieswear,8,Mama,1010,Blouses,"Sleeveless, V-neck dress in woven fabric with a yoke that has gathered seams front and back. Smocked seam at the waist and a gently flared skirt. Unlined."
0637569001,0637569,Jane,265,Dress,Garment Full body,1010006,Dot,10,White,3,Light,9,White,1313,Dress,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1013,Dresses Ladies,"Knee-length dress in a patterned crêpe weave with a round neckline and concealed zip at the back. Short, flounced, raglan sleeves, a seam at the waist, and a gently flared skirt. Lined."
0637676002,0637676,Jenny padded bra,306,Bra,Underwear,1010016,Solid,09,Black,4,Dark,5,Black,3705,Mama Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft, non-wired bra in microfibre with lace details. Moulded, padded, opening cups, adjustable shoulder straps and a hook-and-eye fastening at the back."
0637847001,0637847,Shoreditch,245,Cardigan,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,Cardigan in a soft rib knit with a V-neck and buttons down the front.
0638642003,0638642,Palma Bikini Clover Mid,286,Underwear bottom,Underwear,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Bikini briefs in microfibre and lace with a low waist, lined gusset, narrow sides and medium coverage at the back."
0638751002,0638751,Slim Straight 5pkt 1,272,Trousers,Garment Lower body,1010023,Denim,09,Black,4,Dark,5,Black,5672,Denim trousers,F,Menswear,3,Menswear,56,Denim Men,1016,Trousers Denim,"5-pocket jeans in washed denim with a regular waist, button fly and slim, straight legs."
0638811003,0638811,Come Clean MC brazilian,59,Swimwear bottom,Swimwear,1010001,All over pattern,93,Dark Green,7,Medium,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a low waist and half-string back.
0638904001,0638904,PQ Paris cross bag,66,Bag,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1920,Small Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Shoulder bag in leather with suede details. Flap with a metal snap lock, adjustable shoulder strap with a metal buckle and one zipped inner compartment. Lined. Size approx 8x17x23 cm."
0639273001,0639273,CSP Nala wrap,254,Top,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Short-sleeved wrapover top in soft viscose jersey with a V-neck, hook-and-eye fastener at the top, narrow elasticated seam at the waist and sewn-in tie at the side."
0639407005,0639407,MOLLY Hood,254,Top,Garment Upper body,1010005,Colour blocking,50,Other Pink,5,Bright,4,Pink,6280,Tops Girls,S,Sport,26,Sport,49,Kids Sports,1001,Unknown,"Sports jacket in fast-drying functional fabric with a hood, zip down the front, front pockets, and thumbholes at the cuffs."
